feature1_1,feature1_2,feature1_3,feature1_4,feature2_1,feature2_2,feature2_3,feature2_4,feature3_1,feature3_2,feature3_3,feature3_4,y_f,e_f,e_cf,y_cf,treatment
-0.809769447,0.17625092,0.064113773,0.395805473,1.323084904,0.925198177,0.794626339,0.944432271,-1.160032931,0.04983478,-0.028913294,1.637060381,5,1,1,46,0
0.687402786,0.972779668,1.286293358,-2.248247038,-2.256577616,-0.448257453,0.244921502,-0.179950739,-0.803810383,2.528309879,1.182521758,1.784076418,519.763152,0,1,54,0
0.388445203,0.900685095,-1.376190619,0.733264268,-0.204042218,1.297769592,1.562211243,1.062143254,-0.428532334,1.560004437,0.744323006,0.550726664,551.1718342,0,1,175,0
0.395901475,-1.21460763,0.852473986,-1.199534865,-1.777733328,-1.380007441,-0.590310611,0.816932992,1.082781466,0.216808498,1.37080769,-0.023370487,226,1,1,57,0
-0.968395603,-0.281596352,-0.797370807,-0.148046566,0.482615476,-0.453822636,0.373092998,0.852896513,0.533702688,-0.624067635,0.567732798,1.026540159,248,1,1,79,0
-1.051063812,1.367538304,0.214043599,0.688146867,0.558044597,-0.111226853,0.160023185,0.278113872,0.323781965,0.35616084,0.1859403,-0.967102561,8,1,1,207,1
-0.47884163,-1.32726517,-0.021395431,-0.306201128,0.859379177,0.683924497,-0.0326133,-2.255521721,1.588175325,-1.45892715,0.548753967,-0.529597126,5,1,1,134,0
0.362679497,-0.222653178,0.303889977,-1.722372218,0.436139491,0.100088843,-0.757193491,-0.348899504,-1.233861347,0.567749995,0.673201702,0.811161542,22,1,1,170,0
-0.845208675,-0.458976378,-0.026480234,-0.842809553,0.80122834,-0.910341689,-1.860558194,0.016165666,1.247998856,1.594985145,0.375266783,-1.690215249,74,1,1,208,0
1.128920561,-0.640566402,-0.915273416,-0.340125448,1.102127974,-0.355684068,1.282573425,1.441428136,-0.848434261,0.101313087,-0.098760106,-0.950286118,221,1,1,122,1
0.792267737,0.313548801,0.005888985,-0.234704749,-1.041411617,-0.092280332,0.629905936,-0.587062978,0.425491735,-0.500615627,0.262402821,-0.914895471,43,1,1,24,0
0.850847676,0.650749197,-0.085096485,-0.219606663,-1.06340652,-0.294496209,0.306486563,-2.00678979,0.600401714,1.001511357,-1.002071403,-1.47227484,50,1,1,186,0
0.255547937,0.503387552,0.523426645,-0.120255118,0.384462879,0.880233182,0.513360978,0.915865454,0.545693248,-0.559816416,-0.319354235,-0.147452823,27,1,1,29,0
-1.69965086,1.177484059,-0.099266966,-0.9252908,0.46979696,0.227131629,0.733380873,-0.108611768,-0.283006785,1.050520905,0.340815545,-0.272796908,15,1,1,47,0
1.113303876,0.381833768,-0.806206878,-0.617036395,-0.735018177,0.169548336,-0.215559247,1.384142178,-0.671473016,1.008926614,0.833096584,-0.091747475,198,1,1,139,0
-1.837610547,0.469030548,1.306233715,-1.652284945,-1.221995955,-0.77026319,1.830295065,-0.958383689,-0.926838699,-0.710983692,-1.072810144,-0.239396058,67,1,1,3,0
0.050216568,-0.438094256,-1.364597628,-1.075131072,1.215532986,0.447073246,-0.111904279,0.154046316,-0.746190068,1.331126087,0.010638408,2.706625777,113,1,1,46,0
0.140945877,0.187578083,0.719335405,-0.931009959,0.664208529,0.736822854,-0.030919792,0.698224309,1.435865889,0.102036562,-0.700665052,-0.326522342,6,1,1,174,0
-0.611496989,0.332259562,0.843881643,0.425601336,-0.022462937,0.487092451,1.939612975,-0.491502987,-0.526209175,-0.432611339,2.296399724,-0.2745501,16,1,1,340,0
0.090042339,0.828320871,0.16223148,-1.350572786,-0.111610213,-0.868763146,-1.56507068,-1.266576775,-0.336261129,-0.186395241,-0.503299243,-1.544028461,523.0243527,0,1,3,0
-1.273655976,-0.309411404,1.067243105,2.486175191,0.501564435,0.449655928,0.278906004,-0.041701934,0.01353783,0.83772549,-0.213127925,-0.854583473,48,1,1,36,1
-0.407499135,-0.156971802,0.32553397,0.434430342,0.777368925,0.531810156,1.147048896,0.288038366,-1.048290748,-1.419655575,1.364366646,-0.117059389,52,1,1,3,0
-2.048264411,1.553756907,1.006211874,0.393687444,0.10678367,-0.167404193,-0.103326218,0.994252273,1.180445087,-0.501699603,-0.939390711,1.281863321,75,1,0,419.369916,0
-0.274916833,0.132193205,1.357274161,-0.722945485,-1.231461409,-0.641420319,-0.080152323,0.066150367,-0.921653166,-1.602072004,0.352495072,-1.618618123,452.3449633,0,1,23,0
-1.597703083,0.866578047,-1.058184579,-0.692881192,0.419920499,-2.101515113,-0.043276826,-0.05067118,1.520936063,1.274960566,-0.777926524,-0.035951105,253,1,1,6,0
-0.375575313,-0.995843917,0.087857644,0.317506968,1.34004101,1.625227338,-0.679424572,1.385309068,0.141411904,0.578350543,1.01010082,0.847838091,564.6992474,0,1,258,1
-2.605721105,-0.595626725,-1.489112671,-0.440160321,-1.224654334,1.402023117,0.845211248,1.024985476,-1.226521401,-1.29522086,-0.888399829,2.381932762,38,1,1,46,0
-1.67058843,0.075198079,0.643875793,0.275902065,1.355580108,0.871514491,0.711251243,-0.449218758,1.411690402,0.71302514,-1.261841403,-2.690395328,385,1,1,7,0
1.136117299,-0.260366633,-2.033137427,-0.628169549,-0.141346859,-0.63647913,-2.395317475,-1.627233203,-0.245827987,-0.764518606,0.540517138,-0.241517906,5,1,1,29,0
-1.16518677,-0.900758388,-0.629875463,1.28754481,0.247979824,-0.211167597,0.440675596,1.637734943,0.803210535,-0.519416507,-0.349569454,-1.392782787,286,1,1,40,0
-1.500412813,-0.699292515,-0.006719959,-1.320414248,-0.2614133,1.792998079,0.507826088,0.172527575,-0.013330731,1.317957193,-0.619936095,0.85011774,355,1,1,26,0
-0.319604706,0.850018821,-0.886288686,-2.018906114,-1.025909845,-2.627984898,0.051876604,1.25506381,-0.436577001,1.03634969,0.619459388,1.027110584,342.1058689,0,1,50,0
-0.310623067,0.813921857,0.547352776,-0.587773462,0.596139878,0.121702148,1.473049542,1.628886898,1.843783234,0.994479254,-0.28889801,0.218767579,341,1,1,31,0
-0.746957937,0.23434231,0.630750588,-1.369215659,-0.259169172,1.011720608,-0.447082207,-0.330743426,0.860879845,1.023185321,1.898240101,0.932568195,476.8486564,0,1,398,0
-2.381728609,1.721082377,1.126078938,0.501520938,1.162922995,0.205961965,-0.1374251,-0.487169609,0.893854235,-0.671822809,-0.167580752,0.348724463,29,1,1,42,0
0.436087586,-1.619594422,1.420414832,-1.060769749,-0.809611274,0.254211824,0.26615356,-1.22586052,-1.802372058,0.168010151,0.148813681,1.452752282,8,1,1,47,0
-1.489676258,1.355970551,0.840906872,-0.16362958,-1.528076413,0.222685947,0.153487738,0.730427193,-0.380402744,-1.456264436,-0.672708864,0.257819848,205,1,1,3,0
0.619007993,-0.832534857,-1.88280338,-0.693206728,0.723008437,-0.010453908,-0.503159131,-0.491545284,0.667011689,0.282355413,1.341435816,-0.558607005,169,1,1,3,1
-1.083641745,2.685156096,-1.633100891,-1.263745734,0.014915575,0.194101552,-0.433923949,0.840018038,0.588765866,-1.253211461,-0.289695045,0.962646659,6,1,1,177,0
-0.965362011,0.610586065,-0.052567451,-0.024153496,0.368686297,0.540572067,-0.531451587,0.252475786,-1.481186942,-1.819190466,-1.659382392,0.733020751,542.8497865,0,1,3,0
1.912992799,1.405278869,-0.010393213,-0.69881704,-0.070939941,-0.674999174,-2.102762342,-0.950864657,-0.049763083,-1.891891247,1.267278449,0.402966539,13,1,1,21,0
1.195961123,0.08662293,0.179946114,0.326643046,1.294043267,0.515499972,-1.11630722,-1.077436417,-1.658343761,0.19689764,1.396514985,1.616686293,347,1,1,106,0
-1.338843454,0.190152966,1.409429252,-0.120505024,0.51698344,-0.366966628,0.431094221,-0.109249231,0.076968438,1.190251109,-1.826239986,0.70719312,3,1,1,54,0
0.262405062,0.97571605,2.361195154,-0.032711493,1.748117484,0.978292374,-0.516056129,-0.870444267,-0.574055343,-0.309144405,-0.283584459,0.713175784,136,1,1,20,0
0.174131169,-1.492003714,-0.11216379,-0.298227914,-1.2169602,-1.537191089,0.774426858,-0.510017805,-2.363642256,0.888231185,0.046126355,-0.093714591,592.4332935,0,1,3,0
-0.278149045,-1.530241048,-0.137591473,-0.843964937,-0.23430215,-0.749712113,1.913748419,-0.37766141,-0.154352255,-0.78326325,-0.257010102,0.115160561,19,1,1,37,0
0.157931289,-0.483591814,0.364191272,-0.023616974,1.506259874,0.496534843,-1.532618714,0.012448057,0.02644906,-1.16075594,-1.388773784,-0.754342922,436.4388355,0,1,28,0
-1.452394897,-0.177343026,0.352168005,-0.300031225,-0.202952277,1.365428677,-0.811369101,-0.493134409,-0.297970858,1.387327468,-0.925171164,2.752269899,495.5039891,0,0,498.4371554,0
0.058489579,0.110439501,-0.777463178,-0.126901031,0.752574093,-1.605565226,0.95663543,0.852896761,0.749087884,-0.0061579,-0.298341534,-1.330817255,163,1,1,42,0
-0.2715379,-0.188384002,0.152768838,0.536376669,1.000790397,-0.208509569,-0.866565103,1.754210364,-0.556873758,-0.082334076,-1.292337149,-0.30115773,503.4585741,0,1,28,0
0.639451487,0.864735019,0.090092663,1.397424719,0.267162853,-0.339054588,1.544479455,1.607184227,-0.491365945,-0.5934461,-1.163659852,0.917316376,51,1,1,3,0
-0.085747187,0.74077544,-1.30053641,0.221236673,0.354046915,-2.325980801,1.197377131,0.267826205,-0.329426076,0.353944716,-1.011265203,0.870054356,3,1,1,31,1
0.759218098,-1.815069424,-0.485437047,0.806624719,-0.021143229,-0.276339803,-1.140507435,-0.526420126,0.881916618,0.660045764,0.112926634,-0.599043498,144,1,1,40,1
-0.999293718,0.785283642,-0.139831798,-1.198336443,0.795922414,-0.728297489,0.65215522,0.66962706,-0.790441991,-0.886367908,-0.366557222,0.13710448,9,1,1,390,0
-1.220017208,-0.388130369,-1.476286973,-0.130647311,1.001512707,0.790714339,-1.208293243,-0.683961656,-0.905199355,1.744127379,1.401506112,0.487694559,556.1947784,0,1,107,0
0.262774164,-2.287470527,-0.273600002,-0.318222604,1.515291177,2.209693955,-2.569414646,0.220037576,-0.437418548,-0.971721753,0.893327438,-1.010914215,240,1,1,155,0
-0.606352855,0.20667914,-0.669764032,-1.531829441,1.324385753,-1.33605384,-0.317239199,0.991715429,-0.141517499,-1.059890596,1.01090569,-0.594398362,38,1,1,20,0
-0.588002893,2.193717951,1.193773299,-0.108070656,-0.397303737,-0.754070145,-1.109252879,-0.633361656,0.971656988,0.900521549,0.290111508,-1.276189615,17,1,1,121,1
-2.140883894,1.764892448,-0.17072267,-1.945095477,-1.114792438,-2.212201516,1.205759139,0.549173041,-0.095802303,0.0191248,-0.523455414,0.960460378,4,1,1,8,1
0.146845102,0.482209657,-1.567651717,0.027277679,-0.307383343,0.134092796,1.763651229,-0.573625141,-0.473257787,1.099365308,1.870214722,0.432713358,509.0628601,0,1,19,0
0.350717625,0.270652437,-0.287243588,-0.127963943,-0.685033455,-0.757294816,0.508280633,-0.410671397,-1.53445019,-1.313659042,0.066380652,-0.937288481,572.645116,0,1,153,0
1.350137446,-1.220014631,-0.898844005,0.35521645,1.294655241,-1.683920461,0.653012445,0.285638301,1.19651114,-1.093341971,-1.369165042,1.17802034,5,1,1,107,0
-0.079145195,0.676503925,-1.08241009,0.08203414,-0.506374352,0.738567209,-0.320041385,-1.477822069,-1.650728528,-2.104708366,2.016560246,-0.988953856,543.2234787,0,1,6,0
1.410300232,0.704857459,-0.098717924,-0.373016519,0.215087152,-0.046893398,-0.708757362,-0.40935829,-0.672098462,-1.352066035,-0.03485519,0.112707205,96,1,1,3,0
-2.093037106,-0.391606951,0.458006897,-0.673370845,-1.160786175,1.275987157,0.954837372,0.926371605,-0.319274953,0.441525496,-0.517305812,-1.351881336,57,1,1,208,1
0.368221914,1.098939436,1.616566801,-0.478737853,0.111901782,-0.605021862,-0.657564247,-0.094222511,1.741904255,-0.756757093,-0.581197966,-0.968388582,111,1,1,26,0
0.058315889,0.106193806,-0.262830657,-0.146944834,1.884841379,2.545463115,0.215317953,0.216503844,0.836084975,-0.363080501,-1.048398517,0.531337773,4,1,1,12,0
0.06268684,0.322090216,-0.125850067,0.033937524,0.456171689,-0.558733253,1.364881818,0.616776956,-0.324846857,-1.503769065,2.401225919,-0.721259666,3,1,1,349,0
1.395100411,-0.84884605,-0.336606826,0.372522947,0.747281007,0.276674104,0.669916966,-1.146907969,-1.229666198,-0.188237867,2.070093147,0.596090929,69,1,1,340,0
0.167590843,0.235098812,-1.800797546,-0.676609869,-1.802014749,0.057860973,-1.442406551,-0.764352329,-0.770820339,-0.743975099,-1.064015644,-0.313420008,394,1,1,59,0
-1.649125529,2.126688796,-0.369862744,-0.134901688,0.074820359,-0.919383835,0.80877369,1.241592482,0.83137641,1.857083303,0.646002282,-1.844817798,424,1,1,3,0
-0.150282499,-0.501031133,-0.334857141,0.830979441,-0.187308575,-1.840284263,1.562444533,2.108808065,0.42421345,0.862911368,0.785865931,0.357272871,107,1,0,562.4276776,1
1.021917722,0.058028838,0.557879022,-0.135865634,1.162697672,2.326112347,2.089230896,0.149302954,-0.932575369,-0.871558438,-0.105129587,1.766349953,39,1,1,150,0
-0.694523134,-1.378629649,0.054620311,-1.665387227,1.23329226,1.336998111,0.050810724,1.341662816,0.633883114,0.341167351,-0.83178786,0.622630494,98,1,1,3,1
0.391454147,0.493813204,-1.101533389,0.019095122,-0.606897425,1.322148525,1.010551777,1.307962266,1.831069047,0.175192962,1.809624743,-0.01219615,503.1254664,0,0,502.121159,0
-0.098996497,0.640074147,1.017018781,-1.100092234,-0.008562294,-0.415949584,-1.708245222,1.4228706,1.021625388,0.694371643,0.99463268,0.595265763,234,1,1,405,0
0.056585706,-0.843333537,0.541650317,-1.45652653,-1.594490275,1.296741211,0.026645869,0.196299084,1.742365552,-1.13022681,-1.945181388,-0.427706461,483.439779,0,1,4,0
-0.340974848,1.693238783,0.867079115,0.150339894,-0.410769218,-2.270617849,-2.304614735,1.704037586,0.382464538,-1.29819744,-0.307061667,0.712387331,7,1,1,3,0
-0.897981241,0.552462024,-1.002111265,1.666357879,-0.495679081,-0.705860528,-0.195868781,-0.844628077,0.371751115,-0.00615681,0.342469114,1.08625845,542.511171,0,1,141,0
-1.229346705,-0.428403281,-0.960724169,0.174974792,0.409019696,0.522022276,0.009120768,-1.090785437,-0.066863863,-1.4910711,-0.4522718,-0.313501598,126,1,1,81,0
-0.990591347,-1.447262,-0.106894778,-0.139622188,0.031328456,0.160609269,-0.542574148,0.820846921,-1.564511327,1.437740168,-0.40272423,-0.087960685,72,1,1,3,0
0.099151059,-0.704098921,-0.433066122,-1.089869183,0.811801096,-1.624023413,-1.199743658,-0.098467128,-1.652140424,1.47989654,-0.230530722,0.219512124,23,1,1,77,0
-1.146386964,0.987950786,-1.146676484,-0.89956748,-1.514058569,-0.131664513,0.967051698,-0.579541352,1.453802832,-1.125191258,-1.032920062,-0.851556286,144,1,1,70,0
0.496747099,-0.251747796,-0.391545609,-0.329810493,-1.545563278,-0.176986112,-0.041004178,0.308974645,-1.831773748,2.617077832,-0.265044328,-0.211647207,3,1,1,4,0
-0.050764592,-0.333379972,1.425212394,1.851374859,-0.773614747,0.587165249,-1.228790137,0.525983653,0.845848963,-0.132166762,-1.74457645,-1.711356212,580,1,0,541.4097595,0
-0.04139902,1.42910727,-0.181312686,1.571941914,0.432267973,-1.19413259,2.08292472,1.851955672,-0.581055011,-0.125380986,-0.680653063,-1.418001712,524.9229862,0,1,25,0
-0.40127742,-0.461935411,1.336594259,-1.311606489,0.274135075,0.431250403,-1.784012947,0.267158061,-1.640232425,0.231054079,-1.129373035,0.365762146,133,1,1,81,0
-0.625863732,0.881831668,-0.711258803,-1.544960219,0.12344931,-0.782178233,0.290135966,-0.476606299,0.098428548,-0.8784103,1.025685545,2.322263326,136,1,1,370,0
1.363779556,-1.729289281,0.787184592,-0.299136698,-0.880014433,0.075829563,-1.275427427,0.798863522,2.75436059,-1.048495189,0.045661358,1.230559479,588.5732821,0,0,442.909788,0
1.209573057,0.190704768,-0.200985843,-1.744455287,0.395146961,-2.026890353,-0.201312228,-0.565617951,-0.417568865,-0.05914275,0.011933713,0.211634105,3,1,1,38,0
0.187788226,0.42608171,0.390961209,-0.184525598,-0.456778339,1.710768155,-0.117565888,-0.580102952,-0.657637195,1.708704867,-1.339798597,0.706814825,23,1,1,5,0
-0.049188198,-0.968811248,-0.126056342,0.074015992,0.789893385,1.089946082,-1.548877633,-1.177118975,-0.971001745,-0.275776452,1.007243875,1.015896182,34,1,1,124,0
0.759595694,0.173176864,1.024674732,-0.156649017,-0.949693254,1.787304302,0.492503389,1.800717267,1.078808916,0.176278413,-1.184093023,-0.369920042,90,1,1,51,0
-0.08642178,0.696730137,0.569045722,-0.523796903,0.22746069,-1.510710565,-0.874736217,0.060221155,-0.562952004,-0.963369943,-2.41937945,1.256679224,3,1,1,3,0
-0.395634564,0.762859553,-0.275633097,0.679225327,-0.254409369,-0.236742589,-0.851224211,0.496995245,-0.412243728,-1.205114421,0.076632925,-0.39383965,205,1,1,3,0
1.017246561,-0.953736026,-0.33540649,-0.513911943,1.668511562,-0.366620542,-0.580741969,-0.987315958,1.285461564,0.455914942,0.452277662,1.099553348,530.0553858,0,0,479.5272849,0
2.365709654,0.490169729,0.117141346,1.195162443,0.690767758,-1.908790483,0.911284007,0.075151766,-0.313829569,-0.254863583,0.628539475,0.759145223,68,1,1,27,0
-0.432106439,-0.939129165,-0.901141816,1.080237469,0.995974337,-1.70049624,1.685350222,-0.87970563,0.577902654,2.21070126,0.34295086,-0.091841029,449.035162,0,1,265,0
0.959185629,0.688197424,0.441580981,-0.073540855,-0.915099325,1.564438584,-0.804664439,0.212902692,-0.639844722,-1.147450123,0.04985889,1.567619195,7,1,1,132,0
0.214356615,-1.324880035,0.187423106,0.753910719,1.663061875,0.512036114,-0.046847061,-0.809908052,-1.265379888,2.389148474,1.858757211,-0.80592433,434.2811706,0,1,4,0
-0.416364751,0.652064782,-0.630653127,0.373965143,0.718043343,-0.695144585,-0.744825046,-0.050759551,1.361483508,-0.409606991,0.912438407,-2.147937393,3,1,1,27,0
-0.172981987,-0.81586192,-0.10547932,-0.264405566,-1.114868919,-1.727106195,-1.012652218,0.588050925,0.420906201,-1.268573199,-0.651094775,0.736347696,56,1,1,248,0
-1.510041389,1.191035973,-0.936749742,-1.011730655,0.356450632,0.009355139,0.534454606,-0.059530882,0.651136495,-0.970890127,-2.064650911,-0.321249905,200,1,1,47,0
-1.021281887,-0.139755926,-2.96338275,-1.438289022,1.423985542,0.610576765,-0.940050331,1.556613913,-0.040789243,0.896748154,-1.244445424,-0.188847193,39,1,1,237,1
1.292592403,-0.971604835,1.376571772,-1.807231442,-2.003674626,-0.315078178,0.585125899,-1.012872737,-0.916735625,-0.823245685,-1.061341793,-0.962766882,436.9897044,0,1,98,0
0.256507624,1.032994888,1.772983604,0.395814707,-1.524835359,0.736321788,0.967876247,-0.788803729,0.851513629,1.005266318,0.140714384,0.761010869,493.5095103,0,0,521.6849578,0
0.327845035,-2.900730951,1.511041242,1.545179415,0.070820895,-0.093641337,0.014099074,0.702961072,0.870484059,-1.521965563,0.219802266,1.546457215,434,1,1,3,0
-0.174261748,0.83141662,1.332053764,0.438532157,0.786117283,-0.30461753,0.956171063,0.6321075,-0.123199688,0.579811477,-0.617833474,0.730289199,141,1,1,29,1
-1.930809388,-1.79590327,-2.012672405,-0.884042013,-0.676135696,0.809657808,0.727889143,1.938622294,0.837409929,1.683552308,-1.134941785,-0.891728589,61,1,1,240,0
-0.60511968,-1.65437244,-0.175245314,0.64343247,0.332653661,-1.20801271,-0.993568461,0.028692427,0.139178441,0.877023182,0.780291592,0.682155638,462,1,1,87,1
0.993475303,0.605751977,1.044742094,-0.016162719,-0.943124468,-0.562776163,-0.903276389,-0.000802672,0.939410282,1.132346606,0.425885027,-0.924660841,170,1,1,3,0
0.315974372,0.35415612,0.563330353,1.556414238,1.82844646,2.442856877,-0.680846694,-0.014388148,-0.469303571,0.216178966,-1.984431409,0.082906444,429,1,1,38,1
0.873446531,-1.363347171,0.786949359,1.381685866,0.21038951,0.498459453,0.878039171,0.917208927,-1.018553328,-0.763070908,0.226155224,-0.983667746,630.6802768,0,1,3,0
-0.171063609,-1.834245549,-0.077677049,-1.110093296,0.985089712,-0.589769392,0.4582186,0.299827453,-1.899443404,-1.219298432,0.30894434,-0.143969381,29,1,1,28,0
-0.028900427,1.450072805,-0.083215958,0.606992111,-0.283769623,-0.889746895,0.046394984,1.311273067,-0.43518978,0.148220857,0.450784352,0.127951981,3,1,1,98,1
-0.599134207,-0.131593452,-0.522173468,-0.281347335,-0.103343307,1.057938552,-0.397131861,-1.056487171,-0.032898726,0.522980229,-1.400559444,0.111583371,5,1,1,309,1
0.496326203,0.465583481,1.334667103,-0.312647801,-0.937926965,0.705373155,-0.765804609,-0.427024611,1.550942104,0.560614357,-1.00897385,0.145079733,63,1,1,3,0
-0.233875243,1.15998682,-0.213943535,0.084452406,0.679498753,1.387493436,1.184691484,2.098464828,0.180412388,0.105698548,0.132415043,0.951956874,97,1,0,510.5559213,1
0.094668924,-0.587551425,1.744069902,-0.139489922,-1.128245044,-1.716156178,-0.027640601,-0.559619712,-1.876930587,0.223801954,-1.215768549,0.022209652,145,1,1,6,0
-1.635374737,0.15484156,-1.400263275,0.776015779,0.217918688,-0.140466239,-0.822905752,-0.583097357,-0.005229973,-0.450641725,1.785418782,0.050821166,278,1,1,10,0
-0.370556041,1.843004597,0.384849211,-0.931665785,-0.274991559,0.222328385,-0.369234806,-0.749288114,0.634438918,0.71962289,0.94809409,-1.383808478,223,1,1,98,1
-0.16894912,-0.422424361,0.229542817,-0.536814861,-0.357177454,2.574218618,-0.275044359,0.663073788,0.146508445,-0.366176747,-1.254242504,1.521227743,12,1,1,62,0
-0.01283195,-1.453918733,1.339811496,1.890284191,-0.30034063,-0.275898675,1.120955088,-1.049189704,-0.28686573,-0.316456032,0.075051064,-0.093433109,9,1,1,37,0
-0.993887991,-0.089542876,-1.075102374,1.239212987,1.054328086,-0.539392757,-1.925055438,0.726169412,1.201170094,-1.004893236,-0.258322791,0.468444921,7,1,1,79,0
0.168615514,-0.110762238,-0.196903697,-0.941356531,-1.078738493,-0.035180162,0.720468437,-0.584238924,0.789155118,-0.114999925,2.063944936,-0.793804432,381,1,0,495.9873182,0
0.178691654,0.278626131,-0.879710255,0.827706126,0.493906757,-1.962898359,-1.131551563,0.367645218,-1.945064885,-2.285846249,0.393458749,0.351925715,446.2351521,0,1,3,0
-0.059832399,-0.149851227,-1.132514843,0.432566664,1.589692532,1.148830253,-0.104635641,0.507380328,-0.827409999,-0.206396952,0.93350069,-0.398643287,3,1,1,140,0
-0.12636838,-0.555053233,1.85624181,0.37097079,0.557458254,-0.77033339,0.288492408,-0.633069147,-1.616522686,0.120875207,1.040368662,1.208994795,10,1,0,546.3231376,0
-0.268949104,-0.369558111,0.622903545,-0.795613137,-0.608800964,0.011087373,-1.48511338,-0.855992394,-2.026448457,0.753558364,-0.847333002,0.328941063,228,1,1,14,0
0.475146325,0.501648753,-0.087017825,-0.41754042,1.537973745,-0.23443088,0.467979974,0.276698619,-1.379765143,0.847587885,0.678200085,-0.164442386,7,1,1,132,0
1.164518122,2.097213833,0.871241488,0.353142574,0.904009435,0.251041498,-1.50213218,0.161391888,2.7853809,-1.149472729,-0.724219582,-0.157109479,39,1,1,3,0
-0.179620343,0.532742728,-0.150470723,-0.325117682,0.159509163,-0.581127638,-0.031058836,0.538268482,2.616298124,0.970607241,0.430040399,-1.476806354,496.2937679,0,1,15,0
-1.305504721,1.001866853,0.889814575,-0.703356535,-1.388763808,0.467707001,1.381631248,1.474857942,0.639712884,-0.924149598,-0.928045326,-2.362575315,258,1,1,25,0
-0.120955978,-0.157501948,-1.191324253,-0.938563024,0.860470641,0.735316356,0.867913698,0.523359778,1.684669977,-0.669480236,-0.754983404,-1.279170017,56,1,1,238,0
-0.501305454,0.348576167,-0.352187287,-0.890368101,0.613393408,0.052424383,-0.405935976,-0.688499283,-0.854429267,0.751831818,-0.40248307,-0.287710315,64,1,1,178,1
-0.33796263,-0.208411886,0.479563208,0.615249752,-0.339237796,1.197880706,-0.094210385,2.7172304,-0.133850718,-1.235737078,0.024983518,2.389919926,74,1,0,512.6967287,0
-3.251781924,1.742862078,-0.537482239,-0.57342932,0.314962882,0.383281739,-0.599547036,-1.256727746,1.312959444,0.037118917,-0.438208257,1.050199508,19,1,1,42,0
-1.190215863,-0.149738261,-0.609427376,0.330723984,-0.949430172,1.858082107,-0.486048404,-0.107592437,-0.639247097,-0.037305127,-1.236495923,0.716756859,171,1,1,5,0
0.774877879,0.600538214,0.001242646,0.248006758,0.728734655,-1.651372319,0.097785732,1.073415215,0.644376997,0.421167189,2.707681754,-1.049506966,424,1,1,247,1
1.126591386,0.686898502,2.731421137,-0.315079392,1.051261193,-0.823195566,-0.234205439,0.250847317,0.10140861,-1.005537101,-0.272244337,0.616469899,3,1,1,58,0
0.298644323,-0.598550632,1.214103648,0.573787542,-1.15796109,-0.075254164,0.781927903,-0.153193365,-0.413572731,0.633979773,-1.769445052,0.453284888,9,1,0,494.891905,1
0.464052259,0.265248892,-0.291293193,0.018213979,-1.374626264,-0.620096641,0.273927752,1.8254289,-0.12739463,-0.725223667,-0.145156963,0.438644222,9,1,1,52,0
-0.100781401,0.587379061,-0.359746805,-0.669480514,-0.225093852,0.107274347,-0.433993179,0.544799771,0.42546507,0.525129721,0.881847852,2.190615632,370,1,0,532.3877818,1
1.225189023,-0.958745244,-0.112103623,1.476870317,-1.962131691,2.058534834,-0.008197079,-1.010784938,0.581695226,0.895169333,-1.058150768,1.519997983,420,1,1,24,1
0.88320793,1.22029302,2.850995128,0.713152541,1.990755779,-1.35737094,-1.533833693,0.106083941,-1.062479204,-1.177458568,-0.060552057,-1.057183602,4,1,1,58,0
0.227591606,-0.417025793,0.673226788,-0.279322299,-2.665324256,0.061596802,-0.173593388,0.520454354,0.926410398,-0.552506261,-0.457844595,-0.191121443,13,1,1,4,0
-0.28720678,2.118262348,0.112918346,0.732559018,2.799008399,-0.267354465,-0.394248864,-1.896525827,0.381888027,-1.227795839,0.147594848,-0.232339084,40,1,1,91,0
-0.657717295,-0.277707089,0.66728188,-1.427249022,-0.192130064,-0.710600231,-1.072174349,-0.41002417,-1.252600966,-1.721249235,-1.885951401,1.839954102,233,1,1,3,0
1.111139857,0.129450861,0.163330065,-1.420347573,0.991379931,0.394523959,-0.469433863,0.051131841,0.728743515,-0.841574354,0.778048009,0.303290158,6,1,1,21,0
0.220848168,0.531739228,0.631622763,1.807983828,-0.140068566,-0.069573246,-0.762828414,0.108563081,0.418293441,-1.332500582,-0.401910496,0.801924747,27,1,1,14,0
0.350545928,1.154948401,0.423983768,-0.974407615,1.438928724,-0.571584086,-0.455483034,1.110524068,-0.296158209,-0.698291835,-0.32478353,-0.413438038,256,1,1,390,0
-0.093851455,0.04534325,1.405083534,0.689782706,-1.009530492,-0.077971141,1.650868657,0.344549961,0.547110289,-0.49420488,0.7899742,0.136720552,108,1,1,10,0
1.00707216,0.419484626,0.167052078,1.804687773,1.379805868,0.662731794,-0.980617917,-1.409015139,1.232517672,1.588088215,1.615745309,0.237792443,467.6582066,0,1,87,0
-0.063619594,0.31388049,-0.912597939,0.577348147,2.376493279,0.129205062,-0.134564495,-0.827885735,0.560649748,-0.171733652,0.381800022,1.656725596,409,1,1,5,0
-1.764844337,0.070645567,1.390361643,-1.855744121,-0.154931542,0.231434513,0.024827633,-1.71348113,1.457652259,0.773156321,2.322528007,1.167270604,562.8181102,0,1,397,0
